Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
Lefty'S Ink Parlour,5.0,2,,+27 72 714 4626,Longstreet mall - Shop 2 - Lang St - Groot Brakrivier - 6520 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 2p.m.,Closed,-34.0488125,22.21443749999999
Black Hippy Tattoos,,,,+27 74 915 8492,56 Yokwe St - New Brighton 2 - Gqeberha - 6200 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 5p.m.,-33.9013125,25.595812500000008
Bomkisi Tattoo,,,https://www.facebook.com/Bomkisitattoo/,+27 84 524 9244,2 Commercial Cl - Levallia - George - 6529 - South Africa,,,,,,,,-33.964062500000004,22.47756249999999
High Tides Tattoo,5.0,2,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2Fhigh.tides.tattoo.parlour&refsrc=deprecated&_rdr,+27 63 425 3713,Shop 2 Postmasters Village - 20 Stewart Rd - Port Alfred - 6570 - South Africa,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 1p.m.,Closed,-33.6010625,26.888312499999998
Under Armour Tattoo#Kartel Exhange,,,,+27 72 309 8560,19 Marsh St - Mossel Bay - 6500 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,Closed,-34.182812500000004,22.15181249999999
Lefty'S Tattoo Parlour,,,,+27 72 714 4626,Bergsig - Groot Brakrivier - 6525 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-34.0486875,22.21443749999999
Warras Skin Art,4.7,3,,+27 63 640 1145,4 Jolobe Rd - New Brighton 2 - Gqeberha - 6200 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Closed,-33.8996875,25.593062499999988
Euforia Ink Empire,1.0,1,,+27 84 994 3094,41 Koraalboom St - Heiderand - Mossel Bay - 6511 - South Africa,,,,,,,,-34.188812500000004,22.103937499999986
Blackwidow Custom Tattoos And Piercing Spa,,,,+27 73 582 5985,27 Emerald St - Mount Pleasant - Gqeberha - 6070 - South Africa,,,,,,,,-33.9914375,25.53168749999999
Salvation Ink,5.0,4,https://inksane-tattoo-studio.business.site/,+27 73 609 5301,13 3rd Ave - Newton Park - Gqeberha - 6025 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,Closed,-33.9431875,25.57006250000002
Inked Tattoo Shop,5.0,1,,+27 46 624 1265,R72 - Port Alfred - 6170 - South Africa,,,,,,,,-33.5999375,26.86143749999998
Ink Shadow Tattoos,5.0,1,https://www.facebook.com/Ink-Shadow-Tattoos-and-Piercings-500341613391528/,+27 78 646 4454,56 A Newton street - Newton Park - Port Elizabeth Central - Gqeberha - 6001 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Closed,-33.946062500000004,25.55806249999999
Moog Tattoo,,,https://www.instagram.com/moog_tattoo/,+27 82 514 7648,Palm Square - Owen Grant St - Wilderness - 6560 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,Closed,Closed,-33.9940625,22.57768750000001
Mysterious Tattoos,4.6,54,,+27 76 640 3141,70 Adderley St - Worcester - 6850 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 4p.m.,Closed,-33.6480625,19.444562500000004
Adrenalin Body Piercing & Tatoo Studio,5.0,1,,+27 41 373 0681,37 Shelly Rd - Holland Park - Gqeberha - 6001 - South Africa,,,,,,,,-33.940312500000005,25.592812499999994
Hustler Adult Store Tattoo And Piercing,4.3,4,yellowpages.co.za,+27 83 371 4282,16 Da Gama Rd - Jeffreys Bay - 6330 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 3p.m.,Closed,-34.0535625,24.922437500000015
Moog Machines,,,,,Pledge Square - 48 Main Rd - Knysna Central - Knysna - 6571 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,11a.m. - 3p.m.,11a.m. - 3p.m.,,
Shark Rock Tattoos & Piercing,5.0,1,,,Shop 42 - The Boardwalk Casino and Entertainment World - 2nd Ave - Summerstrand - Gqeberha - 6001 - South Africa,,,,,,,,-33.9825625,25.65781249999999
Silva Tide Studio,5.0,3,,,01 Main Road - Gonubie - East London - 5217 - South Africa,,,,,,,,-32.93981250000001,28.028937499999998
Tattoo Republic,4.8,129,,+27 51 430 3942,Naval Rd - Waverley - Bloemfontein - 9301 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 3p.m.,Closed,-29.094187500000004,26.24368749999998
Inked. _Tattoos,,,,+27 76 946 7102,Rue La Pl - Gonubie - East London - 5200 - South Africa,,,,,,,,-32.949937500000004,27.99956250000001
Inked._Tattoos,,,,+27 76 946 7102,Gonubie - East London - 5256 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-32.94231250000001,28.009812499999995
King David'S Tattoos Studio,,,,,8 Smith St - Qonce - 5601 - South Africa,,,,,,,,-32.8756875,27.385937499999997
LolaS Tattoo Lounge,,,https://www.instagram.com/lolastattoolounge/,+27 74 230 8865,23 Nelson St - Knysna Central - Knysna - 6571 - South Africa,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,Closed,-34.0364375,23.0456875
African Gangster Tattoo Studio,5.0,80,,+27 71 334 2948,3 Mitchell St - Hermanus - 7200 - South Africa,9a.m. - 6p.m.,Closed,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-34.418937500000006,19.241437499999975
Bohemian Tattoo & Piercing,4.9,157,https://www.facebook.com/Bohemian-AmyJinx-Tattoos-159717044053302/,+27 72 873 3400,279 Main Rd - Central - Paarl - 7646 - South Africa,8a.m. - 4p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,8a.m. - 5p.m.,Closed,-33.7351875,18.962687499999973
Ms. Ink Tattoos By Larissa,5.0,1,,+27 60 579 9858,13 3rd Ave - Newton Park - Gqeberha - 6001 - South Africa,Closed,Closed,Closed,Closed,Closed,10a.m. - 5p.m.,Closed,-33.9431875,25.57006250000002
Whysterink Tattoo Studio,5.0,21,https://m.facebook.com/login.php?next=https%3A%2F%2Fm.facebook.com%2FWhysterInk-Tattoo-Studio-1947796532120376%2F%3Fref%3Dpage_internal%26mt_nav%3D0&refsrc=deprecated&ref=page_internal&_rdr,+27 84 591 1187,50B Blacking St - Beaconsfield - Kimberley - 8301 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-28.754437499999995,24.785062499999995
Ocean Ink Tattoos,,,,+27 73 613 6209,8 Hill street - Keurboomstrand - Plettenberg Bay - 6600 - South Africa,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,Closed,-34.002562499999996,23.454062499999978
Tattoo Creations By Clay,,,,+27 68 277 3675,60 Main St - Humansdorp - 6300 - South Africa,Open 24 hours,10a.m. - 12a.m.,Open 24 hours,10a.m. - 12a.m.,Open 24 hours,10a.m. - 12a.m.,Open 24 hours,-34.0305625,24.769812500000015
Inky-J Tattoo Spot,,,,+27 61 865 5476,11 Arumdrive Extension 6 - 6505 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-34.1781875,22.1309375
Sky Blew Tattoos,,,skyblew.co.za,+27 62 598 5613,8 Heemraad St - Swellendam - 6740 - South Africa,10a.m. - 7p.m.,10a.m. - 7p.m.,10a.m. - 7p.m.,10a.m. - 7p.m.,10a.m. - 7p.m.,2 - 7p.m.,Closed,-34.019687499999996,20.4506875
Shockers Ink Tattoo'S,,,,,102 Mangold St - Newton Park - Gqeberha - 6055 - South Africa,,,,,,,,-33.9428125,25.555062500000005
To The T - Tattoos,5.0,9,,+27 82 589 1163,24 Station St - Southern Paarl - Paarl - 7624 - South Africa,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9:30a.m. - 5p.m.,9a.m. - 4p.m.,Closed,-33.7651875,18.963812499999975
Platinum21 Ink Tattoos & Piercing,5.0,2,,+27 82 685 1917,44 4th Avenue 24 1st Avenuee Ncambedlana - Norwood - Mthatha - 5100 - South Africa,9a.m. - 5:30p.m.,9a.m. - 5:30p.m.,9a.m. - 5:30p.m.,9a.m. - 5:30p.m.,9a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-31.580062500000004,28.7873125
Csm Art Tattoo,5.0,6,https://csm-art-tattoo.business.site/,+27 76 527 1799,101 St Andrew St - Bloemfontein Central - Bloemfontein - 9300 - South Africa,9a.m. - 5p.m.,9a.m. - 5:30p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,8a.m. - 4:30p.m.,-29.118562499999996,26.220562499999986
123-Tattoo-Free,,,https://123tattoofree.com/,,68 Berthold Alheit St - Bay View - Mossel Bay - 6520 - South Africa,,,,,,,,-34.1366875,22.110687499999997
West Ink Tattoo Studio Robertson,,,,+27 63 820 9506,nr.17 White St - Robertson - 6705 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 4p.m.,-33.803312500000004,19.88431249999998
Calvinia Tattoo Studio,5.0,1,,+27 72 243 4011,28 Hoop St - Calvinia - 8190 - South Africa,,,,,,,,-31.474937500000003,19.773437500000014
Rebelinx Tattoo Studio,,,https://www.facebook.com/REBELLINX,,14 Palmiet St - Palmiet - Kleinmond - 7195 - South Africa,Closed,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 10p.m.,10a.m. - 6a.m.,10a.m. - 6a.m.,-34.3410625,19.012562499999987
Upington Tattoo Studio,5.0,4,https://upington-tattoo-studio.business.site/?utm_source=gmb&utm_medium=referral,+27 65 878 1436,19 Brug St - Upington - 8801 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,6a.m. - 6p.m.,9a.m. - 6p.m.,6a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,-28.459312500000003,21.23718749999999
Nc Ink,4.7,52,,+27 82 788 5529,34 Marlene Ave - Carters Glen - Kimberley - 8301 - South Africa,10AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,8AM - 5PM,Closed,-28.751687500000003,24.728562499999995
